Оборудование;Узел;Номер узла;Идентификационный номер;Наименование;Тип номера;Стр.
Двигатель Weichai серии WP17;配气机构结合组(Valve Train Group) (Группа клапанов);;1001421651;EVB Кронштейн в сборе;Номер части;31
Двигатель Weichai серии WP17;配气机构结合组(Valve Train Group) (Группа клапанов);;1000271249;Болт с шестигранной головкой;Номер части;31
Двигатель Weichai серии WP17;配气机构结合组(Valve Train Group) (Группа клапанов);;612630050018;Комплект валов коромысла;Номер части;31
Двигатель Weichai серии WP17;配气机构结合组(Valve Train Group) (Группа клапанов);;812700050009;Внутренняя панель;Номер части;31
Двигатель Weichai серии WP17;配气机构结合组(Valve Train Group) (Группа клапанов);;612630050005;Клапанная пружина;Номер части;31
Двигатель Weichai серии WP17;配气机构结合组(Valve Train Group) (Группа клапанов);;612639000087;Параллельный штифт;Номер части;31
Двигатель Weichai серии WP17;配气机构结合组(Valve Train Group) (Группа клапанов);;612630050013;Кронштейн рычага качения в сборе;Номер части;31
Двигатель Weichai серии WP17;配气机构结合组(Valve Train Group) (Группа клапанов);;612630050015;Цанга клапана;Номер части;31
Двигатель Weichai серии WP17;配气机构结合组(Valve Train Group) (Группа клапанов);;612630040249;Штифт для выталкивания;Номер части;31
Двигатель Weichai серии WP17;配气机构结合组(Valve Train Group) (Группа клапанов);;90017510083;Уплотнительное кольцо;Номер части;31
Двигатель Weichai серии WP17;配气机构结合组(Valve Train Group) (Группа клапанов);;612630050019;Нижний фиксатор пружины клапана;Номер части;31
Двигатель Weichai серии WP17;配气机构结合组(Valve Train Group) (Группа клапанов);;1002856582;Выпускной клапан;Номер части;31
Двигатель Weichai серии WP17;配气机构结合组(Valve Train Group) (Группа клапанов);;1000835522;Толкающий стержень;Номер части;31
Двигатель Weichai серии WP17;配气机构结合组(Valve Train Group) (Группа клапанов);;612630050100;Толкатель;Номер части;31
Двигатель Weichai серии WP17;配气机构结合组(Valve Train Group) (Группа клапанов);;612630030002;Упорная пластина распределительного вала;Номер части;31
Двигатель Weichai серии WP17;配气机构结合组(Valve Train Group) (Группа клапанов);;90003802443S;Болт с шестигранной головкой;Номер части;31
